player1,player2,playerid1,playerid2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
Oldbie is coming,Sora,669,645,EiGR9QwQIUKxCZgRCoJxPKUaC1JCljQcFKIyu7geDbKh3MshJjMjBDghD2MRB+MeD0EB,ABDQ4gkOHyDA9JcPCUFxA4IQGDEgTL0YGKFRioUeDIHR6IcjGJJyOR0QI7Fw1OEdDkAA,Hydro Tulpa\\Lyney\\Mona,Barbara\\Lord of Eroded Primal Fire\\Sangonomiya Kokomi,1,0,2\\2,,,,TRUE,FALSE,AS,18,2,2
Kaizen,Mischa,69,670,A4CS6AoPJSBg8pcPCUBx9DMPFVFxO1cTG7GRTLkUI8FClTQZDVGy21EdDrFwr+caDvAA,A7DB6x4OAsDw7GsPBiCx8igPEkCA9HgPFlBB9WQPE2FhlTYkDHLQR80QJaEiE1wdDkAA,Black Serpent Knight: Windcutter\\Electro Hypostasis\\Ifa,Collei\\Jadeplume Terrorshroom\\Thunder Manifestation,1,0,2\\2,,,,TRUE,FALSE,AS,19,2,2
Bored guy,crackselo,50,371,FbAA7BwOA8DA9JcPCUBx9jMTE7ExO1cZFVFxlbkdG7GQ29kjDYKSOFIkJXLAR+sRDhAA,A7DB6x4OAsDw7GsPBiCx8igPEkCA9HgPFlBB9mQZE1JhRzYkDHHQCs0RJTEi1FwdDkAA,Jadeplume Terrorshroom\\Keqing\\Kirara,Collei\\Jadeplume Terrorshroom\\Thunder Manifestation,0,1,2\\2,,,,TRUE,FALSE,AS,20,2,2
Takumi-Parfaits,SOMU,667,267,JMCQ6xwOA7AQ7FgOBcCC9CYPIkBg9pAPCWEB22QdFrJAOLojC4KhXrklG+GQ1NsdJUAA,IqFS9RoQIUGx95gQCmJyuzQcFKMxBMchDTNhB8shDWKhDNIXDpISzUsdFcKh1d0eFEEB,Keqing\\Lauma\\Nahida,Escoffier\\Hydro Tulpa\\Lyney,0,1,2\\2,,,,TRUE,FALSE,AS,21,2,2
Ianradtan,BYE,59,,AbDA7DwOFcAA8pcPCSBw9aQPClBB9jMPE2ExCFcQFYFxO7kTG7GS21IdJbLAR+skDnAA,,Jadeplume Terrorshroom\\Keqing\\Kirara,,1,,2\\2,,TRUE,,,FALSE,AS,22,2,2
GT-29,Огурчик238,640,279,FbAA7BwOA8DA9JcPCUBw9aQPClBB9jMQE4ExCFcTFbFxO7kZG1GS21IdJbHA1OsdDkAA,IjIhUm8kFTDh/n8PF+HwAaMQChExA9EQHTER09kdHTKSXTMlI9IwU9slDTLBXzolGvAA,Jadeplume Terrorshroom\\Keqing\\Kirara,Abyss Herald: Wicked Torrents\\Consecrated Horned Crocodile\\Kaveh,0,1,2\\3,,,,TRUE,FALSE,AS,23,2,3
Ryssa,BYE,133,,FbAA7BwOA8DA9JcPCUBw9aQPClBB9jMQE4ExCFcTFbFxO7kZG1GS21IdJbHA1OsdDkAA,,Jadeplume Terrorshroom\\Keqing\\Kirara,,1,,2\\3,,TRUE,,,FALSE,AS,24,2,3
DarkShrine,(´･ω･`),28,673,ILKiWzoOJXBi5w0OCYBw6JcUFcFxTFcZG1FxlbcdI7FC2zQQDNEwDcMQDPFgD8YRDTAA,IeJxRLIOHJBh6cgOHKCB6rUPCBDg8Y4PCZDQ+Z0QC2HwBr8dI7Ei2zIQDLEwC8MdDUAA,Black Serpent Knight: Windcutter\\Dahlia\\Ifa,Arlecchino\\Black Serpent Knight: Rockbreaker Ax\\Golden Wolflord,1,0,2\\3,,,,TRUE,FALSE,AS,25,2,3
Linux,SOMU,85,267,FaDC2wolHhDR5/AOH3AA6JcOCYBx8jMPEyAx9lcPFWFxO5MTGbEw28MdDLEw1ModDEAA,IqFS9RoQIUGx95gQCmJyuzQcFKMxBMchDTNhB8shDWKhDNIXDpISzUsdFcKh1d0eFEEB,Ifa\\Kuki Shinobu\\Shikanoin Heizou,Escoffier\\Hydro Tulpa\\Lyney,0,1,2\\3,,,,TRUE,FALSE,AS,26,2,3
Mischa,Oldbie is coming,670,669,A7DB6x4OAsDw7GsPBiCx8igPEkCA9HgPFlBB9WQPE2FhlTYkDHLQR80QJaEiE1wdDkAA,EiGR9QwQIUKxCZgRCoJxPKUaC1JCljQcFKIyu7geDbKh3MshJjMjBDghD2MRB+MeD0EB,Collei\\Jadeplume Terrorshroom\\Thunder Manifestation,Hydro Tulpa\\Lyney\\Mona,1,0,2\\3,,,,TRUE,FALSE,AS,27,2,3
Bored guy,Paroy,50,118,FbAA7BwOA8DA9JcPCUBx9jMTE7ExO1cZFVFxlbkdG7GQ29kjDYKSOFIkJXLAR+sRDhAA,ATCg2jAlAsDw62sOBrCw7GwOBsDA8IMPCAAw9JcPCUBx9VcPFWFxBmQTFrJBB5MgGXAA,Jadeplume Terrorshroom\\Keqing\\Kirara,Collei\\Fischl\\Tighnari,1,0,2\\3,,,,TRUE,FALSE,AS,28,2,3
JatNad,Takumi-Parfaits,64,667,G0DR9I0PEWFSCBAUIcECTBsgIWKwBr0hITLCExwhIeLSHjYiDaHwC98RDjEA1OAdD0AA,JMCQ6xwOA7AQ7FgOBcCC9CYPIkBg9pAPCWEB22QdFrJAOLojC4KhXrklG+GQ1NsdJUAA,Clorinde\\Frost Operative\\La Signora,Keqing\\Lauma\\Nahida,0,1,2\\3,,,,TRUE,FALSE,AS,29,2,3
Ghosty,Sora,338,645,AUDB9FAPFVDB9lQPFWFAipcYCaJxHmQhFuJAOMMjJYIiR1wkDnFQCuUQDqFg1OYdD0AA,ABDQ4gkOHyDA9JcPCUFxA4IQGDEgTL0YGKFRioUeDIHR6IcjGJJyOR0QI7Fw1OEdDkAA,Keqing\\Kirara\\Kuki Shinobu,Barbara\\Lord of Eroded Primal Fire\\Sangonomiya Kokomi,1,0,2\\3,,,,TRUE,FALSE,AS,30,2,3
crackselo,Kaizen,371,69,A7DB6x4OAsDw7GsPBiCx8igPEkCA9HgPFlBB9mQZE1JhRzYkDHHQCs0RJTEi1FwdDkAA,A4CS6AoPJSBg8pcPCUBx9DMPFVFxO1cTG7GRTLkUI8FClTQZDVGy21EdDrFwr+caDvAA,Collei\\Jadeplume Terrorshroom\\Thunder Manifestation,Black Serpent Knight: Windcutter\\Electro Hypostasis\\Ifa,1,0,2\\3,,,,TRUE,FALSE,AS,31,2,3
Astra,Ianradtan,639,59,AUAw4zsOIjDQ5E8OBEDw9JEPCUBx9TEPE2AR9jMTFbFxO5MZGVIwHr0hDOES1B0dJEAA,AbDA7DwOFcAA8pcPCSBw9aQPClBB9jMPE2ExCFcQFYFxO7kTG7GS21IdJbLAR+skDnAA,Bennett\\Goldflame Qucusaur Tyrant\\Stonehide Lawachurl,Jadeplume Terrorshroom\\Keqing\\Kirara,1,0,2\\3,,,,TRUE,FALSE,AS,32,2,3
Mischa,Astra,670,639,A7DB6x4OAsDw7GsPBiCx8igPEkCA9HgPFlBB9WQPE2FhlTYkDHLQR80QJaEiE1wdDkAA,AUAw4zsOIjDQ5E8OBEDw9JEPCUBx9TEPE2AR9jMTFbFxO5MZGVIwHr0hDOES1B0dJEAA,Collei\\Jadeplume Terrorshroom\\Thunder Manifestation,Bennett\\Goldflame Qucusaur Tyrant\\Stonehide Lawachurl,1,0,2\\4,,,,TRUE,FALSE,AS,33,2,4
(´･ω･`),Takumi-Parfaits,673,667,IeJxRLIOHJBh6cgOHKCB6rUPCBDg8Y4PCZDQ+Z0QC2HwBr8dI7Ei2zIQDLEwC8MdDUAA,JMCQ6xwOA7AQ7FgOBcCC9CYPIkBg9pAPCWEB22QdFrJAOLojC4KhXrklG+GQ1NsdJUAA,Arlecchino\\Black Serpent Knight: Rockbreaker Ax\\Golden Wolflord,Keqing\\Lauma\\Nahida,0,1,2\\4,,,,TRUE,FALSE,AS,34,2,4
SOMU,Огурчик238,267,279,IqFS9RoQIUGx95gQCmJyuzQcFKMxBMchDTNhB8shDWKhDNIXDpISzUsdFcKh1d0eFEEB,IjIhUm8kFTDh/n8PF+HwAaMQChExA9EQHTER09kdHTKSXTMlI9IwU9slDTLBXzolGvAA,Escoffier\\Hydro Tulpa\\Lyney,Abyss Herald: Wicked Torrents\\Consecrated Horned Crocodile\\Kaveh,0,1,2\\4,,,,TRUE,FALSE,AS,35,2,4
Bored guy,Linux,50,85,FbAA7BwOA8DA9JcPCUBx9jMTE7ExO1cZFVFxlbkdG7GQ29kjDYKSOFIkJXLAR+sRDhAA,FaDC2wolHhDR5/AOH3AA6JcOCYBx8jMPEyAx9lcPFWFxO5MTGbEw28MdDLEw1ModDEAA,Jadeplume Terrorshroom\\Keqing\\Kirara,Ifa\\Kuki Shinobu\\Shikanoin Heizou,0,1,2\\4,,,,TRUE,FALSE,AS,36,2,4
Kaizen,Ghosty,69,338,A4CS6AoPJSBg8pcPCUBx9DMPFVFxO1cTG7GRTLkUI8FClTQZDVGy21EdDrFwr+caDvAA,AUDB9FAPFVDB9lQPFWFAipcYCaJxHmQhFuJAOMMjJYIiR1wkDnFQCuUQDqFg1OYdD0AA,Black Serpent Knight: Windcutter\\Electro Hypostasis\\Ifa,Keqing\\Kirara\\Kuki Shinobu,1,0,2\\4,,,,TRUE,FALSE,AS,37,2,4
DarkShrine,crackselo,28,371,ILKiWzoOJXBi5w0OCYBw6JcUFcFxTFcZG1FxlbcdI7FC2zQQDNEwDcMQDPFgD8YRDTAA,A7DB6x4OAsDw7GsPBiCx8igPEkCA9HgPFlBB9mQZE1JhRzYkDHHQCs0RJTEi1FwdDkAA,Black Serpent Knight: Windcutter\\Dahlia\\Ifa,Collei\\Jadeplume Terrorshroom\\Thunder Manifestation,1,0,2\\4,,,,TRUE,FALSE,AS,38,2,4
GT-29,Ianradtan,640,59,FbAA7BwOA8DA9JcPCUBw9aQPClBB9jMQE4ExCFcTFbFxO7kZG1GS21IdJbHA1OsdDkAA,AbDA7DwOFcAA8pcPCSBw9aQPClBB9jMPE2ExCFcQFYFxO7kTG7GS21IdJbLAR+skDnAA,Jadeplume Terrorshroom\\Keqing\\Kirara,Jadeplume Terrorshroom\\Keqing\\Kirara,1,0,2\\4,,,,TRUE,TRUE,AS,39,2,4
Ryssa,Sora,133,645,FbAA7BwOA8DA9JcPCUBw9aQPClBB9jMQE4ExCFcTFbFxO7kZG1GS21IdJbHA1OsdDkAA,ABDQ4gkOHyDA9JcPCUFxA4IQGDEgTL0YGKFRioUeDIHR6IcjGJJyOR0QI7Fw1OEdDkAA,Jadeplume Terrorshroom\\Keqing\\Kirara,Barbara\\Lord of Eroded Primal Fire\\Sangonomiya Kokomi,1,0,2\\4,,,,TRUE,FALSE,AS,40,2,4
JatNad,Paroy,64,118,G0DR9I0PEWFSCBAUIcECTBsgIWKwBr0hITLCExwhIeLSHjYiDaHwC98RDjEA1OAdD0AA,ATCg2jAlAsDw62sOBrCw7GwOBsDA8IMPCAAw9JcPCUBx9VcPFWFxBmQTFrJBB5MgGXAA,Clorinde\\Frost Operative\\La Signora,Collei\\Fischl\\Tighnari,0,1,2\\4,,,,TRUE,FALSE,AS,41,2,4
Sora,BYE,645,,ABDQ4gkOHyDA9JcPCUFxA4IQGDEgTL0YGKFRioUeDIHR6IcjGJJyOR0QI7Fw1OEdDkAA,,Barbara\\Lord of Eroded Primal Fire\\Sangonomiya Kokomi,,1,,2\\5,,TRUE,,,FALSE,AS,42,2,5
Linux,Kaizen,85,69,FaDC2wolHhDR5/AOH3AA6JcOCYBx8jMPEyAx9lcPFWFxO5MTGbEw28MdDLEw1ModDEAA,A4CS6AoPJSBg8pcPCUBx9DMPFVFxO1cTG7GRTLkUI8FClTQZDVGy21EdDrFwr+caDvAA,Ifa\\Kuki Shinobu\\Shikanoin Heizou,Black Serpent Knight: Windcutter\\Electro Hypostasis\\Ifa,0,1,2\\5,,,,TRUE,FALSE,AS,43,2,5
GT-29,(´･ω･`),640,673,FbAA7BwOA8DA9JcPCUBw9aQPClBB9jMQE4ExCFcTFbFxO7kZG1GS21IdJbHA1OsdDkAA,IeJxRLIOHJBh6cgOHKCB6rUPCBDg8Y4PCZDQ+Z0QC2HwBr8dI7Ei2zIQDLEwC8MdDUAA,Jadeplume Terrorshroom\\Keqing\\Kirara,Arlecchino\\Black Serpent Knight: Rockbreaker Ax\\Golden Wolflord,1,0,2\\5,,,,TRUE,FALSE,AS,44,2,5
Takumi-Parfaits,Огурчик238,667,279,JMCQ6xwOA7AQ7FgOBcCC9CYPIkBg9pAPCWEB22QdFrJAOLojC4KhXrklG+GQ1NsdJUAA,IjIhUm8kFTDh/n8PF+HwAaMQChExA9EQHTER09kdHTKSXTMlI9IwU9slDTLBXzolGvAA,Keqing\\Lauma\\Nahida,Abyss Herald: Wicked Torrents\\Consecrated Horned Crocodile\\Kaveh,0,1,2\\5,,,,TRUE,FALSE,AS,45,2,5
SOMU,crackselo,267,371,IqFS9RoQIUGx95gQCmJyuzQcFKMxBMchDTNhB8shDWKhDNIXDpISzUsdFcKh1d0eFEEB,A7DB6x4OAsDw7GsPBiCx8igPEkCA9HgPFlBB9mQZE1JhRzYkDHHQCs0RJTEi1FwdDkAA,Escoffier\\Hydro Tulpa\\Lyney,Collei\\Jadeplume Terrorshroom\\Thunder Manifestation,0,1,2\\5,,,,TRUE,FALSE,AS,46,2,5
DarkShrine,Mischa,28,670,ILKiWzoOJXBi5w0OCYBw6JcUFcFxTFcZG1FxlbcdI7FC2zQQDNEwDcMQDPFgD8YRDTAA,A7DB6x4OAsDw7GsPBiCx8igPEkCA9HgPFlBB9WQPE2FhlTYkDHLQR80QJaEiE1wdDkAA,Black Serpent Knight: Windcutter\\Dahlia\\Ifa,Collei\\Jadeplume Terrorshroom\\Thunder Manifestation,1,0,2\\5,,,,TRUE,FALSE,AS,47,2,5
Paroy,Ghosty,118,338,ATCg2jAlAsDw62sOBrCw7GwOBsDA8IMPCAAw9JcPCUBx9VcPFWFxBmQTFrJBB5MgGXAA,AUDB9FAPFVDB9lQPFWFAipcYCaJxHmQhFuJAOMMjJYIiR1wkDnFQCuUQDqFg1OYdD0AA,Collei\\Fischl\\Tighnari,Keqing\\Kirara\\Kuki Shinobu,1,0,2\\5,,,,TRUE,FALSE,AS,48,2,5
Ianradtan,JatNad,59,64,AbDA7DwOFcAA8pcPCSBw9aQPClBB9jMPE2ExCFcQFYFxO7kTG7GS21IdJbLAR+skDnAA,G0DR9I0PEWFSCBAUIcECTBsgIWKwBr0hITLCExwhIeLSHjYiDaHwC98RDjEA1OAdD0AA,Jadeplume Terrorshroom\\Keqing\\Kirara,Clorinde\\Frost Operative\\La Signora,0,1,2\\5,,,,TRUE,FALSE,AS,49,2,5
Astra,Ryssa,639,133,AUAw4zsOIjDQ5E8OBEDw9JEPCUBx9TEPE2AR9jMTFbFxO5MZGVIwHr0hDOES1B0dJEAA,FbAA7BwOA8DA9JcPCUBw9aQPClBB9jMQE4ExCFcTFbFxO7kZG1GS21IdJbHA1OsdDkAA,Bennett\\Goldflame Qucusaur Tyrant\\Stonehide Lawachurl,Jadeplume Terrorshroom\\Keqing\\Kirara,0,1,2\\5,,,,TRUE,FALSE,AS,50,2,5
ъеъ,BYE,182,,FYHxOKQlEyLxRKcOGjBx42IOFvAg75cPCSBw8roPC0Cg9L0ZE1FRlTUjDYJgR9YkE3AA,,Chiori\\Emperor of Fire and Iron\\Thoma,,1,,1\\1,,TRUE,,,FALSE,EU,1,1,1
Błyskawica,Linux,266,85,IECy9BUPEWCQ9pcZCVFxujMbE6IwA8YgDDJgBsogDGGgD9EWDZERzEocFMGh1OcdD0AA,FbAA7BwOA8DA9JcPCUBw9aQPClBB9jMQE4ExCFcTFbFxO7kZG1GS21IdJbHA1OsdDkAA,Escoffier\\Hydro Tulpa\\Lyney,Jadeplume Terrorshroom\\Keqing\\Kirara,0,1,1\\1,,,,TRUE,FALSE,EU,2,1,1
Rafu,Dryto,126,519,AcDB7FAOA8DA8ZcPCRBw9KQPCkBB9TMTE7ExO1cZFVFxlbkdG7GQ29kjDYKSR1IkJXAA,JdBQ4Q8OFSDi9FgPFkERTGEUIcGyaBsWG4GRirkYDKKQBskgFmJhE2YhITLCHhwhIeAA,Jadeplume Terrorshroom\\Keqing\\Kirara,Abyss Herald: Wicked Torrents\\Candace\\Wayward Hermetic Spiritspeaker,1,0,1\\1,,,,TRUE,FALSE,EU,3,1,1
盒子,Хиросе,259,318,JpNiHeAiJsNTU1kPJnGB6JgQChFz8hEQIlKzPBwUDLNBFLUiDDNSHzciFONiSLolHHEB,IiAi4lUPFEDy9FgQJTGCAyUWIoFSaBsYIaGxirkgG2KSBhwhITLBE6MhDuIQHuEWDpAA,Black Serpent Knight: Windcutter\\Chasca\\Wayward Hermetic Spiritspeaker,Consecrated Horned Crocodile\\Neuvillette\\Wayward Hermetic Spiritspeaker,0,1,1\\1,,,,TRUE,FALSE,EU,4,1,1
MiniMuji,Riku,643,130,H/GgNgITAWDQ2j4jA2Dg5VkOBVCQ9IMPCEEwBo4QCGHgO5cYCaFxijMlE+IwXr8dC0AA,A4CS8goPJSBg9ZcQCXFxBzMTFbFxO1cUG8GRTLkZI1FAldsdJbEQ2+caDvFwr+gdDkAA,Cyno\\Diona\\Iansan,Black Serpent Knight: Windcutter\\Electro Hypostasis\\Ifa,0,1,1\\1,,,,TRUE,FALSE,EU,5,1,1
Огурчик238,Ryssa,279,133,IjIhUm8kAzBQ/nEPB+ERAX8QFxHxA9EQHTER09kdHTKSXTMlI9IwU9slDTLBXzolGvAA,FTAA4RAOIhAg8UwPBBDB8lQPFSBC9CUPIkBR9lcPFmBB/GQPE8JhRzYkHHEi1FIdJEAA,Consecrated Horned Crocodile\\Kaveh\\Rhodeia of Loch,Consecrated Horned Crocodile\\Kirara\\Nilou,1,0,1\\1,,,,TRUE,FALSE,EU,6,1,1
Dorley,SOMU,672,267,AFCwySkMAJBgynwNEtDA8YYPCRBw9pcQCSGBCDAQE4EAO64ZE1FgC8QQDLFADcUQDNAA,IqFS9RoQIUGx95gQCmJyuzQcFKMxBMchDTNhB8shDWKhDNIXDpISzUsdFcKh1d0eFEEB,Eula\\Mona\\Wanderer,Escoffier\\Hydro Tulpa\\Lyney,0,1,1\\1,,,,TRUE,FALSE,EU,7,1,1
DarkShrine,Bored guy,28,50,FbAA7BwOA8DA9JMPCUEwA5cQCTFxO1cTFbFximQYFqFBlbkQG6GSEVIRJTHA1OsdDkAA,JRBR4V4QFDHyA1gWJYGBimEYEqHClRsZIVKxBrkhG+KQHskjDIKSRxwkIXLCFFIhDkAA,Jadeplume Terrorshroom\\Keqing\\Kirara,Abyss Herald: Wicked Torrents\\Neuvillette\\Wayward Hermetic Spiritspeaker,0,1,1\\1,,,,TRUE,FALSE,EU,8,1,1
smxrkx4,!!!,326,354,IKGyikgbIqHBui4gCUJxBDMgE2IxBpMgGXIyBx0hJOJSHkUjD4JAR/QkE3GxEDsdGMAA,FbAA6xwOAsDw7GsPBhCx8VQPCSBw8pcPFUBx9GQPE1Bh9jYPG2GRO7kZJVEi21wdDrAA,Flins\\Hydro Tulpa\\Ineffa,Collei\\Keqing\\Kirara,1,0,1\\1,,,,TRUE,FALSE,EU,9,1,1
ышпыш fan,科巴尔,123,190,ARDQ8hwPFSAA9JcPCUBw9aQPCmBB9rkZG1GSlVIdJbHA2+UQDqFQE+YRDjFg1PEdD0AA,ASLwXDwOA7Aw61sOBcCw7JcPCRBx8VcPFiBB8mQPC0BQ9LUPDGCg9soTDbGQ1NkdJUAA,Cyno\\Keqing\\Kirara,Baizhu\\Jadeplume Terrorshroom\\Kujou Sara,1,0,1\\1,,,,TRUE,FALSE,EU,10,1,1
Dryto,Dorley,519,672,JdBQ4Q8OFSDi9FgPFkERTGEUIcGyaBsWG4GRirkYDKKQBskgFmJhE2YhITLCHhwhIeAA,AFCwySkMAJBgynwNEtDA8YYPCRBw9pcQCSGBCDAQE4EAO64ZE1FgC8QQDLFADcUQDNAA,Abyss Herald: Wicked Torrents\\Candace\\Wayward Hermetic Spiritspeaker,Eula\\Mona\\Wanderer,1,0,1\\2,,,,TRUE,FALSE,EU,11,1,2
